ID,Diver,Buddy,Site.No.,Site.Name,Latitude,Longitude,Date,vis,Direction,Time,P.Qs,Depth,Method,Block,Code,Species,Common.name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400
37,JHO,RDE,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,2,lgr,Lutjanus griseus,Grey snapper,7,0,,,,,,,4,2,1,,,,,,,,,,,,,,,,,,,
38,JHO,RDE,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,2,ltr,Lactophrys triqueter,0,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
39,JHO,RDE,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,2,hmac,Haemulon macrostomum,Spanish grunt,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
40,JHO,RDE,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,2,lsy,Lutjanus synagris,Lane snapper,7,0,,,,,,,4,2,1,,,,,,,,,,,,,,,,,,,
41,JHO,RDE,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,2,hau,Haemulon aurolineatum,Tomtate grunt,6,0,,,,,,,6,,,,,,,,,,,,,,,,,,,,,
42,JHO,RDE,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,2,hfl,Haemulon flavolineatum,French grunt,10,0,,,,,2,6,2,,,,,,,,,,,,,,,,,,,,,
43,JHO,RDE,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,2,hsc,Haemulon sciurus,Bluestriped grunt,8,0,,,,,,2,2,3,1,,,,,,,,,,,,,,,,,,,
44,JHO,RDE,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,2,och,Ocyurus chrysurus,Yellowtail snapper,3,0,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,
45,JHO,RDE,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,2,ccy,Azurina cyanea,Blue chromis,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
46,JHO,RDE,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,2,aco,Acanthurus coeruleus,Blue tang surgeonfish,1,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
47,JHO,RDE,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,2,par,Pomacanthus arcuatus,Grey angelfish,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
48,JHO,RDE,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,2,cpe,Coryphopterus personatus,Masked goby,900,0,900,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,JHO,RDE,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,2,atr,Acanthurus tractus,0,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
50,JHO,RDE,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,2,cro,Canthigaster rostrata,Caribbean sharpnose-puffer,3,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
51,JHO,RDE,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,2,hun,Hypoplectrus unicolor,Butter hamlet,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
52,JHO,RDE,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,2,cei,Coryphopterus eidolon,Pallid goby,6,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
53,JHO,RDE,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,2,cca,Chaetodon capistratus,Butterbun; foureye butterflyfish,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4779,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,lmax,Lachnolaimus maximus,Hogfish,2,0,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
4780,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,sta,Scarus taeniopterus,Princess parrotfish,10,0,2,5,2,,,,1,,,,,,,,,,,,,,,,,,,,,
4781,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,aba,Acanthurus tractus,Ocean surgeon; five-band surgeonfish,3,0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
4782,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,cpe,Coryphopterus personatus,Masked goby,600,0,600,,,,,,,,,,,,,,,,,,,,,,,,,,,
4783,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,spa,Stegastes partitus,Bicolor damselfish,10,0,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,
4784,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,cro,Canthigaster rostrata,Caribbean sharpnose-puffer,6,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
4785,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,svi,Sparisoma viride,Stoplight parrotfish,6,0,,2,,,1,,,,1,2,,,,,,,,,,,,,,,,,,
4786,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,sis,Scarus iseri,Striped parrotfish,40,0,28,7,2,,,,3,,,,,,,,,,,,,,,,,,,,,
4787,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,scoe,Scarus coeruleus,Blue parrotfish,1,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
4788,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,htr,Holacanthus tricolor,Rock beauty,4,0,,,2,1,,,1,,,,,,,,,,,,,,,,,,,,,
4789,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,hga,Halichoeres garnoti,Yellowhead wrasse,15,0,5,5,3,,,2,,,,,,,,,,,,,,,,,,,,,,
4790,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,hun,Hypoplectrus unicolor,Butter hamlet,4,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
4791,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,tbi,Thalassoma bifasciatum,Bluehead,18,0,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,
4792,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,sau,Sparisoma aurofrenatum,Redband parrotfish,32,0,21,5,2,,,2,2,,,,,,,,,,,,,,,,,,,,,
4793,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,cdi,Coryphopterus dicrus,Colon goby,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4794,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,sti,Serranus tigrinus,Harlequin bass,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
4795,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,och,Ocyurus chrysurus,Yellowtail snapper,2,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
4796,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,lan,Lutjanus analis,Mutton snapper,2,0,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
4797,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,lap,Lutjanus apodus,Schoolmaster snapper,1,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
4798,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,hmac,Haemulon macrostomum,Spanish grunt,4,0,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,
4799,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,sru,Sparisoma rubripinne,Redfin parrotfish,2,0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
4800,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,hfl,Haemulon flavolineatum,French grunt,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
4801,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,sva,Stegastes variabilis,Cocoa damselfish,5,0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
4802,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,bru,Bodianus rufus,"Dogfish, Spanish Hogfish",1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
4803,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,cca,Chaetodon capistratus,Butterbun; foureye butterflyfish,2,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
4804,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,ccy,Azurina cyanea,Blue chromis,9,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,
4805,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,lbi,Lactophrys bicaudalis,Spotted trunkfish,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4806,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,ach,Acanthurus chirurgus,Doctorfish,2,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
4807,SAM,EA,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,2,avi,Anisotremus virginicus,Porkfish,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
7861,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,lap,Lutjanus apodus,Schoolmaster snapper,2,0,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
7862,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,hun,Hypoplectrus unicolor,Butter hamlet,5,0,,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,
7863,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,sin,Synodus intermedius,Sand diver,2,0,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
7864,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,hfl,Haemulon flavolineatum,French grunt,14,0,,,,4,5,4,1,,,,,,,,,,,,,,,,,,,,,
7865,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,htr,Holacanthus tricolor,Rock beauty,3,0,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,
7866,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,ccy,Azurina cyanea,Blue chromis,14,0,,7,5,2,,,,,,,,,,,,,,,,,,,,,,,,
7867,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,hsc,Haemulon sciurus,Bluestriped grunt,6,0,,,,,1,3,2,,,,,,,,,,,,,,,,,,,,,
7868,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,cpe,Coryphopterus personatus,Masked goby,1400,0,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,
7869,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,sau,Sparisoma aurofrenatum,Redband parrotfish,14,0,,3,2,,2,4,3,,,,,,,,,,,,,,,,,,,,,
7870,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,aba,Acanthurus tractus,Ocean surgeon; five-band surgeonfish,3,0,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,
7871,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,ljo,Lutjanus jocu,Dog snapper,3,0,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,
7872,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,tbi,Thalassoma bifasciatum,Bluehead,24,0,14,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,
7873,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,sis,Scarus iseri,Striped parrotfish,41,0,,28,10,3,,,,,,,,,,,,,,,,,,,,,,,,
7874,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,hpl,Haemulon plumierii,White grunt,2,0,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
7875,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,och,Ocyurus chrysurus,Yellowtail snapper,8,0,,,,,,3,4,,1,,,,,,,,,,,,,,,,,,,
7876,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,cro,Canthigaster rostrata,Caribbean sharpnose-puffer,8,0,,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,
7877,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,hga,Halichoeres garnoti,Yellowhead wrasse,5,0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
7878,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,epu,Equetus punctatus,Spotted drum,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
7879,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,spa,Stegastes partitus,Bicolor damselfish,6,0,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
7880,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,lma,Lutjanus mahogoni,Mahogany snapper,2,0,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
7881,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,spl,Stegastes planifrons,Threespot damselfish,4,0,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,
7882,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,lmax,Lachnolaimus maximus,Hogfish,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
7883,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,lsy,Lutjanus synagris,Lane snapper,3,0,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,
7884,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,avi,Anisotremus virginicus,Porkfish,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
7885,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,asa,Abudefduf saxatilis,Sergeant major,2,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
7886,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,cca,Chaetodon capistratus,Butterbun; foureye butterflyfish,2,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
7887,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,scoe,Scarus coeruleus,Blue parrotfish,1,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
7888,RDE,JO,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,NA,NA,NA,NA,20,1,1,ccr,Cephalopholis cruentata,Graysby,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
8657,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,spl,Stegastes planifrons,Threespot damselfish,9,0,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,
8658,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,spa,Stegastes partitus,Bicolor damselfish,14,0,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,
8659,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,sdi,Stegastes diencaeus,Longfin damselfish,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
8660,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,sta,Scarus taeniopterus,Princess parrotfish,6,0,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
8661,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,sis,Scarus iseri,Striped parrotfish,65,0,3,42,12,3,,2,3,,,,,,,,,,,,,,,,,,,,,
8662,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,tbi,Thalassoma bifasciatum,Bluehead,61,0,13,23,21,4,,,,,,,,,,,,,,,,,,,,,,,,
8663,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,hga,Halichoeres garnoti,Yellowhead wrasse,22,0,,9,4,5,4,,,,,,,,,,,,,,,,,,,,,,,
8664,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,sau,Sparisoma aurofrenatum,Redband parrotfish,33,0,3,10,7,2,2,6,3,,,,,,,,,,,,,,,,,,,,,
8665,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,cpe,Coryphopterus personatus,Masked goby,380,0,350,30,,,,,,,,,,,,,,,,,,,,,,,,,,
8666,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,svi,Sparisoma viride,Stoplight parrotfish,10,0,,7,1,,,2,,,,,,,,,,,,,,,,,,,,,,
8667,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,hfl,Haemulon flavolineatum,French grunt,5,0,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,
8668,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,hsc,Haemulon sciurus,Bluestriped grunt,3,0,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
8669,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,och,Ocyurus chrysurus,Yellowtail snapper,3,0,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
8670,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,hpl,Haemulon plumierii,0,4,0,,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,
8671,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,par,Pomacanthus arcuatus,Grey angelfish,2,0,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
8672,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,sco,Scarus coelestinus,Midnight parrotfish,1,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
8673,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,htr,Holacanthus tricolor,Rock beauty,2,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
8674,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,ama,Aulostomus maculatus,Trumpetfish,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
8675,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,cro,Canthigaster rostrata,Caribbean sharpnose-puffer,4,0,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
8676,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,hun,Hypoplectrus unicolor,Butter hamlet,4,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
8677,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,ccy,Azurina cyanea,Blue chromis,7,0,,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,
8678,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,cpa,Bodianus parrae,Barracuda waitin boy,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
8679,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,lap,Lutjanus apodus,Schoolmaster snapper,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
8680,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,cgl,Coryphopterus glaucofraenum,Bridled goby,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
8681,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,sle,Stegastes leucostictus,Beaugregory,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
8682,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,ach,Acanthurus chirurgus,Doctorfish,2,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
8683,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,cca,Chaetodon capistratus,Butterbun,2,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
8684,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,sra,Sparisoma radians,Bucktooth parrotfish,5,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
8685,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,sti,Serranus tigrinus,Harlequin bass,2,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
8686,EA,SAM,9D1,Carysfort Deep,25.2208,-80.2099,8/18/25,12,W,11:39,SAM,13.7,1,1,hbi,Halichoeres bivittatus,Slippery dick,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
447,JHO,RDE,9D3,Molasses Deep,25.0072,-80.3756,8/22/25,30,NW,11:07,JHO,15,1,2,tbi,Thalassoma bifasciatum,Bluehead,237,0,40,90,100,2,5,,,,,,,,,,,,,,,,,,,,,,,
448,JHO,RDE,9D3,Molasses Deep,25.0072,-80.3756,8/22/25,30,NW,11:07,JHO,15,1,2,hma,Halichoeres maculipinna,Clown wrasse,2,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
449,JHO,RDE,9D3,Molasses Deep,25.0072,-80.3756,8/22/25,30,NW,11:07,JHO,15,1,2,hbi,Halichoeres bivittatus,Slippery dick,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
450,JHO,RDE,9D3,Molasses Deep,25.0072,-80.3756,8/22/25,30,NW,11:07,JHO,15,1,2,hga,Halichoeres garnoti,Yellowhead wrasse,6,0,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,
451,JHO,RDE,9D3,Molasses Deep,25.0072,-80.3756,8/22/25,30,NW,11:07,JHO,15,1,2,spa,Stegastes partitus,Bicolor damselfish,190,0,70,120,,,,,,,,,,,,,,,,,,,,,,,,,,
452,JHO,RDE,9D3,Molasses Deep,25.0072,-80.3756,8/22/25,30,NW,11:07,JHO,15,1,2,sis,Scarus iseri,Striped parrotfish,4,0,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,
453,JHO,RDE,9D3,Molasses Deep,25.0072,-80.3756,8/22/25,30,NW,11:07,JHO,15,1,2,sau,Sparisoma aurofrenatum,Redband parrotfish,12,0,,7,,2,,1,2,,,,,,,,,,,,,,,,,,,,,
454,JHO,RDE,9D3,Molasses Deep,25.0072,-80.3756,8/22/25,30,NW,11:07,JHO,15,1,2,scoe,Scarus coeruleus,Blue parrotfish,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
455,JHO,RDE,9D3,Molasses Deep,25.0072,-80.3756,8/22/25,30,NW,11:07,JHO,15,1,2,sta,Scarus taeniopterus,Princess parrotfish,2,0,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
456,JHO,RDE,9D3,Molasses Deep,25.0072,-80.3756,8/22/25,30,NW,11:07,JHO,15,1,2,avi,Anisotremus virginicus,Porkfish,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
457,JHO,RDE,9D3,Molasses Deep,25.0072,-80.3756,8/22/25,30,NW,11:07,JHO,15,1,2,hun,Hypoplectrus unicolor,Butter hamlet,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
458,JHO,RDE,9D3,Molasses Deep,25.0072,-80.3756,8/22/25,30,NW,11:07,JHO,15,1,2,hci,Holacanthus ciliaris,Queen angelfish,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
459,JHO,RDE,9D3,Molasses Deep,25.0072,-80.3756,8/22/25,30,NW,11:07,JHO,15,1,2,aco,Acanthurus coeruleus,Blue tang surgeonfish,3,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
460,JHO,RDE,9D3,Molasses Deep,25.0072,-80.3756,8/22/25,30,NW,11:07,JHO,15,1,2,ccy,Azurina cyanea,Blue chromis,5,0,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,
461,JHO,RDE,9D3,Molasses Deep,25.0072,-80.3756,8/22/25,30,NW,11:07,JHO,15,1,2,cca,Chaetodon capistratus,Butterbun; foureye butterflyfish,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
